alpha,file,mean,std,min,max,zero_count,mean_abs_diff_vs_v10,max_abs_diff_vs_v10,corr_vs_v10
0.32,outputs/submission_v22_anti_v11_a32.csv,0.12378236206891402,0.16086552798513656,0.0,0.9400417037767488,1,0.002212943812393438,0.024489542842008216,0.9997891779510923
0.34,outputs/submission_v22_anti_v11_a34.csv,0.12377485489668452,0.16088938660931765,0.0,0.939806730215663,1,0.0023512238095559036,0.026020139269633757,0.999762091030047
0.36,outputs/submission_v22_anti_v11_a36.csv,0.12376734772445504,0.16091350869347257,0.0,0.939571756654577,1,0.0024895038067183693,0.0275507356972593,0.9997333752983023
0.38,outputs/submission_v22_anti_v11_a38.csv,0.12375984055222554,0.16093789411913575,0.0,0.9393367830934912,1,0.0026277838038808355,0.02908133212488484,0.9997030323651594
0.4,outputs/submission_v22_anti_v11_a40.csv,0.1237523333799961,0.1609625427666204,0.0,0.9391018095324053,1,0.002766063801043301,0.03061192855251038,0.9996710638624213
0.42,outputs/submission_v22_anti_v11_a42.csv,0.1237448262077666,0.16098745451502153,0.0,0.9388668359713195,1,0.002904343798205767,0.03214252498013581,0.999637471444315
0.44,outputs/submission_v22_anti_v11_a44.csv,0.12373731903553714,0.16101262924221885,0.0,0.9386318624102336,1,0.0030426237953682335,0.03367312140776135,0.9996022567874193
0.46,outputs/submission_v22_anti_v11_a46.csv,0.12372981186330764,0.16103806682487964,0.0,0.9383968888491477,1,0.003180903792530699,0.035203717835386894,0.9995654215905809
0.5,outputs/submission_v22_anti_v11_a50.csv,0.12371483971042117,0.1610896975088329,0.0,0.937926941726976,3,0.003457421595283151,0.038264910690637866,0.9994869299792105
